UMUR_KSH,JANTINA,NEGERI,DAERAH,STRATA,Mean(TOTAL_PAKW_MAKANAN),Mean(p_rent),Mean(p_lain2)
16<18 TAHUN,PEREMPUAN,PAHANG,LIPIS,BANDAR,510.6,439.8,507.54
16<18 TAHUN,PEREMPUAN,PAHANG,LIPIS,LUAR BANDAR,447.46,324,389.5
16<18 TAHUN,PEREMPUAN,PAHANG,PEKAN,BANDAR,494.71,329.14,379.48
16<18 TAHUN,PEREMPUAN,PAHANG,PEKAN,LUAR BANDAR,427.39,217.2,366.58
16<18 TAHUN,PEREMPUAN,PAHANG,RAUB,BANDAR,509.73,473.12,455.97
16<18 TAHUN,PEREMPUAN,PAHANG,RAUB,LUAR BANDAR,444.28,368.37,418.89
16<18 TAHUN,PEREMPUAN,PAHANG,TEMERLOH,BANDAR,505.06,431.26,426.69
16<18 TAHUN,PEREMPUAN,PAHANG,TEMERLOH,LUAR BANDAR,452.81,339.18,414.02
16<18 TAHUN,PEREMPUAN,PAHANG,ROMPIN,BANDAR,474.52,367.64,440.2
16<18 TAHUN,PEREMPUAN,PAHANG,ROMPIN,LUAR BANDAR,445.75,340.26,396.62
16<18 TAHUN,PEREMPUAN,PAHANG,MARAN,BANDAR,483.11,388.72,480.06
16<18 TAHUN,PEREMPUAN,PAHANG,MARAN,LUAR BANDAR,429.07,316.41,421.79
16<18 TAHUN,PEREMPUAN,PAHANG,BERA,TIDAK PASTI,490.3,354,458.26
16<18 TAHUN,PEREMPUAN,PAHANG,BERA,BANDAR,516.71,466.18,513.28
16<18 TAHUN,PEREMPUAN,PAHANG,BERA,LUAR BANDAR,457.91,302.43,432.97
16<18 TAHUN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI TENGAH,BANDAR,456.58,522.31,507.84
16<18 TAHUN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI TENGAH,LUAR BANDAR,425.56,318.15,300.61
16<18 TAHUN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI UTARA,BANDAR,480.81,479.08,450.28
16<18 TAHUN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI UTARA,LUAR BANDAR,420.16,263.2,317.5
16<18 TAHUN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI SELATAN,BANDAR,478.69,511.92,512.03
16<18 TAHUN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI SELATAN,LUAR BANDAR,429.45,269.96,357.14
16<18 TAHUN,PEREMPUAN,PULAU PINANG,TIMUR LAUT,BANDAR,503.6,863.61,672.63
16<18 TAHUN,PEREMPUAN,PULAU PINANG,BARAT DAYA,BANDAR,479.31,773.25,592.29
16<18 TAHUN,PEREMPUAN,PULAU PINANG,BARAT DAYA,LUAR BANDAR,473.73,652.81,508.44
16<18 TAHUN,PEREMPUAN,PERAK,BATANG PADANG,BANDAR,444.98,383.99,523.82
16<18 TAHUN,PEREMPUAN,PERAK,BATANG PADANG,LUAR BANDAR,393.64,287.87,371.89
16<18 TAHUN,PEREMPUAN,PERAK,MANJUNG,BANDAR,454.37,418.25,407.83
16<18 TAHUN,PEREMPUAN,PERAK,MANJUNG,LUAR BANDAR,441.31,247.15,278.69
16<18 TAHUN,PEREMPUAN,PERAK,KINTA,BANDAR,470.94,436.15,459.7
16<18 TAHUN,PEREMPUAN,PERAK,KINTA,LUAR BANDAR,431.5,434.91,373.91
16<18 TAHUN,PEREMPUAN,PERAK,KERIAN,BANDAR,413.67,279.83,349.44
16<18 TAHUN,PEREMPUAN,PERAK,KERIAN,LUAR BANDAR,411.18,248.51,257.84
16<18 TAHUN,PEREMPUAN,PERAK,KUALA KANGSAR,BANDAR,455.78,314.27,409.41
16<18 TAHUN,PEREMPUAN,PERAK,KUALA KANGSAR,LUAR BANDAR,410.63,285.6,293.49
16<18 TAHUN,PEREMPUAN,PERAK,LARUT DAN MATANG,BANDAR,430.83,371.9,381.52
16<18 TAHUN,PEREMPUAN,PERAK,LARUT DAN MATANG,LUAR BANDAR,426.51,268.76,341.47
16<18 TAHUN,PEREMPUAN,PERAK,HILIR PERAK,BANDAR,410.24,359.33,388.68
16<18 TAHUN,PEREMPUAN,PERAK,HILIR PERAK,LUAR BANDAR,400.99,275.99,274.8
16<18 TAHUN,PEREMPUAN,PERAK,HULU PERAK,BANDAR,461.23,300.36,339.11
16<18 TAHUN,PEREMPUAN,PERAK,HULU PERAK,LUAR BANDAR,415.1,225.73,298.41
16<18 TAHUN,PEREMPUAN,PERAK,PERAK TENGAH,BANDAR,425.22,435.12,483.07
16<18 TAHUN,PEREMPUAN,PERAK,PERAK TENGAH,LUAR BANDAR,390.27,261.64,316.95
16<18 TAHUN,PEREMPUAN,PERAK,KAMPAR,BANDAR,439.81,335.91,425.08
16<18 TAHUN,PEREMPUAN,PERAK,KAMPAR,LUAR BANDAR,423.86,239.18,368
16<18 TAHUN,PEREMPUAN,PERAK,MUALLIM,BANDAR,442.75,363.79,513.94
16<18 TAHUN,PEREMPUAN,PERAK,MUALLIM,LUAR BANDAR,394.55,296.46,360.75
16<18 TAHUN,PEREMPUAN,PERAK,BAGAN DATUK,BANDAR,436.92,340.55,371.07
16<18 TAHUN,PEREMPUAN,PERAK,BAGAN DATUK,LUAR BANDAR,404.18,267.17,326.49
16<18 TAHUN,PEREMPUAN,PERAK,SELAMA,BANDAR,437.61,401.99,436.76
16<18 TAHUN,PEREMPUAN,PERAK,SELAMA,LUAR BANDAR,428.92,305.59,321.17
16<18 TAHUN,PEREMPUAN,PERLIS,PERLIS,BANDAR,428.55,311.5,409.91
16<18 TAHUN,PEREMPUAN,PERLIS,PERLIS,LUAR BANDAR,410.93,282.07,370.31
16<18 TAHUN,PEREMPUAN,SELANGOR,GOMBAK,BANDAR,503.65,596.96,547.96
16<18 TAHUN,PEREMPUAN,SELANGOR,GOMBAK,LUAR BANDAR,489.58,319.67,425.64
16<18 TAHUN,PEREMPUAN,SELANGOR,KLANG,BANDAR,547.42,653.59,554.16
16<18 TAHUN,PEREMPUAN,SELANGOR,KLANG,LUAR BANDAR,492.17,338.34,341.62
16<18 TAHUN,PEREMPUAN,SELANGOR,KUALA LANGAT,BANDAR,511.03,638.4,505.78
16<18 TAHUN,PEREMPUAN,SELANGOR,KUALA LANGAT,LUAR BANDAR,511.03,599.08,474.26
16<18 TAHUN,PEREMPUAN,SELANGOR,KUALA SELANGOR,BANDAR,505.42,645.55,532.85
16<18 TAHUN,PEREMPUAN,SELANGOR,KUALA SELANGOR,LUAR BANDAR,516.07,442.82,497.74
16<18 TAHUN,PEREMPUAN,SELANGOR,PETALING,BANDAR,586.25,905.22,705.96
16<18 TAHUN,PEREMPUAN,SELANGOR,SABAK BERNAM,BANDAR,519.57,489.32,479.7
16<18 TAHUN,PEREMPUAN,SELANGOR,SABAK BERNAM,LUAR BANDAR,497.79,489.75,462.5
16<18 TAHUN,PEREMPUAN,SELANGOR,SEPANG,BANDAR,551.08,863.28,600.67
16<18 TAHUN,PEREMPUAN,SELANGOR,SEPANG,LUAR BANDAR,488.2,679.75,612.54
16<18 TAHUN,PEREMPUAN,SELANGOR,HULU LANGAT,BANDAR,558.03,757.28,507.71
16<18 TAHUN,PEREMPUAN,SELANGOR,HULU LANGAT,LUAR BANDAR,488.52,535.03,404.23
16<18 TAHUN,PEREMPUAN,SELANGOR,HULU SELANGOR,TIDAK PASTI,498.06,401.07,471.48
16<18 TAHUN,PEREMPUAN,SELANGOR,HULU SELANGOR,BANDAR,494.74,388.23,459.77
16<18 TAHUN,PEREMPUAN,SELANGOR,HULU SELANGOR,LUAR BANDAR,501.7,444.95,511.52
16<18 TAHUN,PEREMPUAN,TERENGGANU,BESUT,BANDAR,432.07,262.31,347
16<18 TAHUN,PEREMPUAN,TERENGGANU,BESUT,LUAR BANDAR,404.62,271.75,291.97
16<18 TAHUN,PEREMPUAN,TERENGGANU,DUNGUN,BANDAR,459.78,370.77,384.93
16<18 TAHUN,PEREMPUAN,TERENGGANU,DUNGUN,LUAR BANDAR,450.09,288.77,324.99
16<18 TAHUN,PEREMPUAN,TERENGGANU,KEMAMAN,BANDAR,442.84,419.25,433.44
16<18 TAHUN,PEREMPUAN,TERENGGANU,KEMAMAN,LUAR BANDAR,433.88,346.68,389.74
16<18 TAHUN,PEREMPUAN,TERENGGANU,KUALA TERENGGANU,BANDAR,453.59,338.88,348.9
16<18 TAHUN,PEREMPUAN,TERENGGANU,KUALA TERENGGANU,LUAR BANDAR,447.44,348.19,289.51
16<18 TAHUN,PEREMPUAN,TERENGGANU,MARANG,BANDAR,439.78,352.87,366.69
16<18 TAHUN,PEREMPUAN,TERENGGANU,MARANG,LUAR BANDAR,436.46,362.4,359.33
16<18 TAHUN,PEREMPUAN,TERENGGANU,HULU TERENGGANU,BANDAR,446.25,390.85,524.76
16<18 TAHUN,PEREMPUAN,TERENGGANU,HULU TERENGGANU,LUAR BANDAR,439.72,339.34,351.37
16<18 TAHUN,PEREMPUAN,TERENGGANU,SETIU,BANDAR,454.76,363.37,391.55
16<18 TAHUN,PEREMPUAN,TERENGGANU,SETIU,LUAR BANDAR,414.4,262.59,335.9
16<18 TAHUN,PEREMPUAN,TERENGGANU,KUALA NERUS,BANDAR,449.77,376.43,441.8
16<18 TAHUN,PEREMPUAN,TERENGGANU,KUALA NERUS,LUAR BANDAR,430.05,335.76,383.52
16<18 TAHUN,PEREMPUAN,SABAH,TAWAU,BANDAR,396.79,531.63,302.95
16<18 TAHUN,PEREMPUAN,SABAH,TAWAU,LUAR BANDAR,384.27,358,238.63
16<18 TAHUN,PEREMPUAN,SABAH,LAHAD DATU,BANDAR,388.43,377.56,334.84
16<18 TAHUN,PEREMPUAN,SABAH,LAHAD DATU,LUAR BANDAR,378.72,318.41,301.88
16<18 TAHUN,PEREMPUAN,SABAH,SEMPORNA,BANDAR,386.15,398.31,250.53
16<18 TAHUN,PEREMPUAN,SABAH,SEMPORNA,LUAR BANDAR,372.93,261.66,169.91
16<18 TAHUN,PEREMPUAN,SABAH,SANDAKAN,BANDAR,423.06,504.79,320.4
16<18 TAHUN,PEREMPUAN,SABAH,SANDAKAN,LUAR BANDAR,425.12,349.88,177.77
16<18 TAHUN,PEREMPUAN,SABAH,KINABATANGAN,BANDAR,427.82,372.44,274.52
16<18 TAHUN,PEREMPUAN,SABAH,KINABATANGAN,LUAR BANDAR,410.57,385.91,211.61
16<18 TAHUN,PEREMPUAN,SABAH,BELURAN,BANDAR,435.77,298.65,298.65
16<18 TAHUN,PEREMPUAN,SABAH,BELURAN,LUAR BANDAR,435.77,298.65,298.65
16<18 TAHUN,PEREMPUAN,SABAH,KOTA KINABALU,BANDAR,403.59,586.49,407.64
16<18 TAHUN,PEREMPUAN,SABAH,KOTA KINABALU,LUAR BANDAR,401.69,295.6,313.37
16<18 TAHUN,PEREMPUAN,SABAH,RANAU,BANDAR,455.84,394.06,297.73
16<18 TAHUN,PEREMPUAN,SABAH,RANAU,LUAR BANDAR,414.54,353.67,285.84
16<18 TAHUN,PEREMPUAN,SABAH,KOTA BELUD,BANDAR,418.48,472.75,338.03
16<18 TAHUN,PEREMPUAN,SABAH,KOTA BELUD,LUAR BANDAR,408.49,355.15,244.97
16<18 TAHUN,PEREMPUAN,SABAH,TUARAN,BANDAR,399.11,404.55,361.95
16<18 TAHUN,PEREMPUAN,SABAH,TUARAN,LUAR BANDAR,412.62,429.08,298.57
16<18 TAHUN,PEREMPUAN,SABAH,PENAMPANG,BANDAR,446.54,579.68,469.71
16<18 TAHUN,PEREMPUAN,SABAH,PENAMPANG,LUAR BANDAR,420.58,392.78,381.48
16<18 TAHUN,PEREMPUAN,SABAH,PAPAR,BANDAR,427.47,459.96,324.4
16<18 TAHUN,PEREMPUAN,SABAH,PAPAR,LUAR BANDAR,379.24,401.72,264.52
16<18 TAHUN,PEREMPUAN,SABAH,KUDAT,BANDAR,419.72,451.79,361.03
16<18 TAHUN,PEREMPUAN,SABAH,KUDAT,LUAR BANDAR,398.32,281.55,285.86
16<18 TAHUN,PEREMPUAN,SABAH,KOTA MARUDU,BANDAR,408.96,412.84,320.49
16<18 TAHUN,PEREMPUAN,SABAH,KOTA MARUDU,LUAR BANDAR,385.69,345.26,204.51
16<18 TAHUN,PEREMPUAN,SABAH,PITAS,BANDAR,416.19,512.27,360.31
16<18 TAHUN,PEREMPUAN,SABAH,PITAS,LUAR BANDAR,395.2,303.02,279.16
16<18 TAHUN,PEREMPUAN,SABAH,BEAUFORT,BANDAR,420.16,512.11,408.57
16<18 TAHUN,PEREMPUAN,SABAH,BEAUFORT,LUAR BANDAR,381.91,385.81,241.32
16<18 TAHUN,PEREMPUAN,SABAH,KUALA PENYU,BANDAR,416.19,512.27,360.31
16<18 TAHUN,PEREMPUAN,SABAH,KUALA PENYU,LUAR BANDAR,372.93,399.45,405.07
16<18 TAHUN,PEREMPUAN,SABAH,SIPITANG,BANDAR,385.73,398.49,342.26
16<18 TAHUN,PEREMPUAN,SABAH,SIPITANG,LUAR BANDAR,401.66,476.04,334.25
16<18 TAHUN,PEREMPUAN,SABAH,TENOM,BANDAR,416.19,512.27,360.31
16<18 TAHUN,PEREMPUAN,SABAH,TENOM,LUAR BANDAR,384.67,374.29,291.79
16<18 TAHUN,PEREMPUAN,SABAH,NABAWAN,BANDAR,416.19,512.27,360.31
16<18 TAHUN,PEREMPUAN,SABAH,NABAWAN,LUAR BANDAR,388.69,313,260.33
16<18 TAHUN,PEREMPUAN,SABAH,KENINGAU,BANDAR,414.57,443.65,330.62
16<18 TAHUN,PEREMPUAN,SABAH,KENINGAU,LUAR BANDAR,386.83,331.31,212.06
16<18 TAHUN,PEREMPUAN,SABAH,TAMBUNAN,BANDAR,416.19,512.27,360.31
16<18 TAHUN,PEREMPUAN,SABAH,TAMBUNAN,LUAR BANDAR,385.3,384.58,297.78
16<18 TAHUN,PEREMPUAN,SABAH,KUNAK,BANDAR,363.58,350.67,204.61
16<18 TAHUN,PEREMPUAN,SABAH,KUNAK,LUAR BANDAR,348.67,361.44,281.69
16<18 TAHUN,PEREMPUAN,SABAH,TONGOD,LUAR BANDAR,396.22,338.52,286.16
16<18 TAHUN,PEREMPUAN,SABAH,PUTATAN,BANDAR,427.76,442.87,309.43
16<18 TAHUN,PEREMPUAN,SABAH,TELUPID,BANDAR,416.19,512.27,360.31
16<18 TAHUN,PEREMPUAN,SABAH,TELUPID,LUAR BANDAR,413.73,436.25,354.23
16<18 TAHUN,PEREMPUAN,SABAH,KALABAKAN,BANDAR,416.19,512.27,360.31
16<18 TAHUN,PEREMPUAN,SABAH,KALABAKAN,LUAR BANDAR,341.28,378.65,245.34
16<18 TAHUN,PEREMPUAN,SABAH,MEMBAKUT,BANDAR,416.19,512.27,360.31
16<18 TAHUN,PEREMPUAN,SABAH,MEMBAKUT,LUAR BANDAR,393.08,356.04,266.65
16<18 TAHUN,PEREMPUAN,SARAWAK,KUCHING,BANDAR,542.26,530.76,425.78
16<18 TAHUN,PEREMPUAN,SARAWAK,KUCHING,LUAR BANDAR,432.98,329.11,267.78
16<18 TAHUN,PEREMPUAN,SARAWAK,BAU,BANDAR,443.56,322.82,374.31
16<18 TAHUN,PEREMPUAN,SARAWAK,BAU,LUAR BANDAR,441.51,300.53,233.58
16<18 TAHUN,PEREMPUAN,SARAWAK,LUNDU,BANDAR,443.56,322.82,374.31
16<18 TAHUN,PEREMPUAN,SARAWAK,LUNDU,LUAR BANDAR,443.56,322.82,374.31
16<18 TAHUN,PEREMPUAN,SARAWAK,SAMARAHAN,BANDAR,556.6,512.08,402.05
16<18 TAHUN,PEREMPUAN,SARAWAK,SAMARAHAN,LUAR BANDAR,431.94,301.25,262.12
16<18 TAHUN,PEREMPUAN,SARAWAK,SERIAN,BANDAR,543.21,373.64,379.86
16<18 TAHUN,PEREMPUAN,SARAWAK,SERIAN,LUAR BANDAR,427.37,310.04,288.12
16<18 TAHUN,PEREMPUAN,SARAWAK,SIMUNJAN,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,SIMUNJAN,LUAR BANDAR,435.2,248.72,263.87
16<18 TAHUN,PEREMPUAN,SARAWAK,SRI AMAN,BANDAR,505.78,347.03,399.75
16<18 TAHUN,PEREMPUAN,SARAWAK,SRI AMAN,LUAR BANDAR,396.94,196.75,348
16<18 TAHUN,PEREMPUAN,SARAWAK,LUBOK ANTU,BANDAR,428.22,178.91,446.84
16<18 TAHUN,PEREMPUAN,SARAWAK,LUBOK ANTU,LUAR BANDAR,428.22,178.91,446.84
16<18 TAHUN,PEREMPUAN,SARAWAK,BETONG,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,BETONG,LUAR BANDAR,432.69,211.84,295.89
16<18 TAHUN,PEREMPUAN,SARAWAK,SARATOK,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,SARATOK,LUAR BANDAR,432.41,200.55,388.94
16<18 TAHUN,PEREMPUAN,SARAWAK,SARIKEI,BANDAR,490.38,416.85,490.47
16<18 TAHUN,PEREMPUAN,SARAWAK,SARIKEI,LUAR BANDAR,409.22,120.4,300.28
16<18 TAHUN,PEREMPUAN,SARAWAK,MARADONG,BANDAR,481.14,351.44,311.17
16<18 TAHUN,PEREMPUAN,SARAWAK,MARADONG,LUAR BANDAR,429.09,104.12,261.53
16<18 TAHUN,PEREMPUAN,SARAWAK,DARO,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,DARO,LUAR BANDAR,419.94,226.72,350.78
16<18 TAHUN,PEREMPUAN,SARAWAK,JULAU,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,JULAU,LUAR BANDAR,439.48,107.09,327.58
16<18 TAHUN,PEREMPUAN,SARAWAK,SIBU,BANDAR,466.78,534.95,445.44
16<18 TAHUN,PEREMPUAN,SARAWAK,SIBU,LUAR BANDAR,430.9,198.39,354.03
16<18 TAHUN,PEREMPUAN,SARAWAK,DALAT,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,DALAT,LUAR BANDAR,418.66,292.42,402.24
16<18 TAHUN,PEREMPUAN,SARAWAK,MUKAH,BANDAR,482.83,436.87,436.59
16<18 TAHUN,PEREMPUAN,SARAWAK,MUKAH,LUAR BANDAR,410.49,294.55,357.52
16<18 TAHUN,PEREMPUAN,SARAWAK,KANOWIT,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,KANOWIT,LUAR BANDAR,425.66,280.96,316.51
16<18 TAHUN,PEREMPUAN,SARAWAK,BINTULU,BANDAR,500.59,641.17,420.36
16<18 TAHUN,PEREMPUAN,SARAWAK,BINTULU,LUAR BANDAR,449.67,271.1,368.49
16<18 TAHUN,PEREMPUAN,SARAWAK,TATAU,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,TATAU,LUAR BANDAR,440.08,338.74,338.74
16<18 TAHUN,PEREMPUAN,SARAWAK,KAPIT,BANDAR,526.27,398.17,501.71
16<18 TAHUN,PEREMPUAN,SARAWAK,KAPIT,LUAR BANDAR,437.01,200.88,488.14
16<18 TAHUN,PEREMPUAN,SARAWAK,SONG,LUAR BANDAR,438.82,219.69,638.59
16<18 TAHUN,PEREMPUAN,SARAWAK,BELAGA,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,BELAGA,LUAR BANDAR,416.68,216.79,453.45
16<18 TAHUN,PEREMPUAN,SARAWAK,MIRI,BANDAR,514.17,581.8,431.43
16<18 TAHUN,PEREMPUAN,SARAWAK,MIRI,LUAR BANDAR,455.62,307.32,422.54
16<18 TAHUN,PEREMPUAN,SARAWAK,MARUDI,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,MARUDI,LUAR BANDAR,442.5,264.83,368.49
16<18 TAHUN,PEREMPUAN,SARAWAK,LIMBANG,BANDAR,494.87,346.23,391.7
16<18 TAHUN,PEREMPUAN,SARAWAK,LIMBANG,LUAR BANDAR,463.15,253.05,300.63
16<18 TAHUN,PEREMPUAN,SARAWAK,LAWAS,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,LAWAS,LUAR BANDAR,427.12,367.16,384.86
16<18 TAHUN,PEREMPUAN,SARAWAK,MATU,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,MATU,LUAR BANDAR,431.61,232.15,359.02
16<18 TAHUN,PEREMPUAN,SARAWAK,ASAJAYA,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,ASAJAYA,LUAR BANDAR,450.95,291.05,234.7
16<18 TAHUN,PEREMPUAN,SARAWAK,PAKAN,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,PAKAN,LUAR BANDAR,431.88,85.32,287.95
16<18 TAHUN,PEREMPUAN,SARAWAK,SELANGAU,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,SELANGAU,LUAR BANDAR,403.3,175.07,531.58
16<18 TAHUN,PEREMPUAN,SARAWAK,TEBEDU,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,TEBEDU,LUAR BANDAR,422.58,109.32,498.01
16<18 TAHUN,PEREMPUAN,SARAWAK,PUSA,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,PUSA,LUAR BANDAR,412.1,268.03,190.81
16<18 TAHUN,PEREMPUAN,SARAWAK,KABONG,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,KABONG,LUAR BANDAR,428.97,239.57,242.86
16<18 TAHUN,PEREMPUAN,SARAWAK,TANJUNG MANIS,LUAR BANDAR,420.83,128.01,343.83
16<18 TAHUN,PEREMPUAN,SARAWAK,SEBAUH,LUAR BANDAR,442.17,273.56,343.54
16<18 TAHUN,PEREMPUAN,SARAWAK,BUKIT MABONG,LUAR BANDAR,412.43,211.65,426.13
16<18 TAHUN,PEREMPUAN,SARAWAK,SUBIS,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,SUBIS,LUAR BANDAR,433.81,114.68,366.61
16<18 TAHUN,PEREMPUAN,SARAWAK,BELURU,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,BELURU,LUAR BANDAR,441.4,156.88,358.23
16<18 TAHUN,PEREMPUAN,SARAWAK,TELANG USAN,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,TELANG USAN,LUAR BANDAR,418.78,211.58,307.14
16<18 TAHUN,PEREMPUAN,SARAWAK,GEDONG,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,GEDONG,LUAR BANDAR,423.92,245.75,339.96
16<18 TAHUN,PEREMPUAN,SARAWAK,SEBUYAU,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,SEBUYAU,LUAR BANDAR,423.92,245.75,339.96
16<18 TAHUN,PEREMPUAN,SARAWAK,SIBURAN,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,SIBURAN,LUAR BANDAR,423.92,245.75,339.96
16<18 TAHUN,PEREMPUAN,SARAWAK,PANTU,LUAR BANDAR,423.92,245.75,339.96
16<18 TAHUN,PEREMPUAN,SARAWAK,LINGGA,BANDAR,506.32,533.08,426.1
16<18 TAHUN,PEREMPUAN,SARAWAK,LINGGA,LUAR BANDAR,423.92,245.75,339.96
16<18 TAHUN,PEREMPUAN,W.P. KUALA LUMPUR,KUALA LUMPUR,BANDAR,504.48,1114.37,700.06
16<18 TAHUN,PEREMPUAN,W.P. LABUAN,LABUAN,TIDAK PASTI,451.57,552.51,358.31
16<18 TAHUN,PEREMPUAN,W.P. LABUAN,LABUAN,BANDAR,451.57,552.51,358.31
16<18 TAHUN,PEREMPUAN,W.P. LABUAN,LABUAN,LUAR BANDAR,477.56,594.32,355.25
16<18 TAHUN,PEREMPUAN,W.P. PUTRAJAYA,PUTRAJAYA,BANDAR,471.66,1034.59,802.07
16<18 TAHUN,RAGU,JOHOR,KULAI,BANDAR,478.75,602.81,582.33
16<18 TAHUN,RAGU,NEGERI SEMBILAN,SEREMBAN,BANDAR,519.94,508.49,505.26
16<18 TAHUN,RAGU,SELANGOR,HULU LANGAT,LUAR BANDAR,530.34,535.03,404.23
18-29 TAHUN,LELAKI,JOHOR,BATU PAHAT,BANDAR,427.94,463.36,537.08
18-29 TAHUN,LELAKI,JOHOR,BATU PAHAT,LUAR BANDAR,398.94,383.49,449.01
18-29 TAHUN,LELAKI,JOHOR,JOHOR BAHRU,BANDAR,459.12,741.36,635.83
18-29 TAHUN,LELAKI,JOHOR,JOHOR BAHRU,LUAR BANDAR,420.34,481.16,471.03
18-29 TAHUN,LELAKI,JOHOR,KLUANG,BANDAR,428.12,411.76,577.29
18-29 TAHUN,LELAKI,JOHOR,KLUANG,LUAR BANDAR,396.12,368.68,560.63
18-29 TAHUN,LELAKI,JOHOR,KOTA TINGGI,BANDAR,417.15,518.62,545.75
18-29 TAHUN,LELAKI,JOHOR,KOTA TINGGI,LUAR BANDAR,410.87,453.12,468.7
18-29 TAHUN,LELAKI,JOHOR,MERSING,BANDAR,434.9,353.06,492.79
18-29 TAHUN,LELAKI,JOHOR,MERSING,LUAR BANDAR,404.26,349.27,523.52
18-29 TAHUN,LELAKI,JOHOR,MUAR,BANDAR,445.8,470.15,466.74
18-29 TAHUN,LELAKI,JOHOR,MUAR,LUAR BANDAR,407.22,366.12,409.1
18-29 TAHUN,LELAKI,JOHOR,PONTIAN,BANDAR,415.4,541.86,532.4
18-29 TAHUN,LELAKI,JOHOR,PONTIAN,LUAR BANDAR,406.43,382.86,447.32
18-29 TAHUN,LELAKI,JOHOR,SEGAMAT,BANDAR,432.35,456.07,545.87
18-29 TAHUN,LELAKI,JOHOR,SEGAMAT,LUAR BANDAR,410.96,413.55,481.78
18-29 TAHUN,LELAKI,JOHOR,KULAI,BANDAR,423.69,602.81,582.33
18-29 TAHUN,LELAKI,JOHOR,KULAI,LUAR BANDAR,411.21,397.68,484.58
18-29 TAHUN,LELAKI,JOHOR,TANGKAK,BANDAR,431.03,412.07,490.33
18-29 TAHUN,LELAKI,JOHOR,TANGKAK,LUAR BANDAR,435.3,350.92,373.63
18-29 TAHUN,LELAKI,KEDAH,BALING,BANDAR,420.87,254.34,372.7
18-29 TAHUN,LELAKI,KEDAH,BALING,LUAR BANDAR,407.93,195.73,301.26
18-29 TAHUN,LELAKI,KEDAH,BANDAR BAHARU,BANDAR,425.98,202.95,345.36
18-29 TAHUN,LELAKI,KEDAH,BANDAR BAHARU,LUAR BANDAR,396.96,207.35,323.81
18-29 TAHUN,LELAKI,KEDAH,KOTA SETAR,BANDAR,416.55,337.91,472.27
18-29 TAHUN,LELAKI,KEDAH,KOTA SETAR,LUAR BANDAR,431.08,266.68,374.45
18-29 TAHUN,LELAKI,KEDAH,KUALA MUDA,BANDAR,427.69,335.65,397.9
18-29 TAHUN,LELAKI,KEDAH,KUALA MUDA,LUAR BANDAR,411.28,204.39,314.85
18-29 TAHUN,LELAKI,KEDAH,KUBANG PASU,BANDAR,427.94,386.22,459.15
18-29 TAHUN,LELAKI,KEDAH,KUBANG PASU,LUAR BANDAR,392.45,264.62,343.41
18-29 TAHUN,LELAKI,KEDAH,KULIM,TIDAK PASTI,417.56,311.45,372.31
18-29 TAHUN,LELAKI,KEDAH,KULIM,BANDAR,433.14,324.06,374.36
18-29 TAHUN,LELAKI,KEDAH,KULIM,LUAR BANDAR,397.16,227.66,358.64
